file,variant,orig_bytes,out_bytes,orig_curve_cmds,out_curve_cmds
civics/金.svg,bronze,3715,873,59,67
civics/近.svg,seal,2638,521,18,23
civics/京.svg,oracle,4189,497,14,15
civics/经.svg,bronze,4101,784,30,41
civics/景.svg,seal,3528,624,20,25
civics/径.svg,seal,4161,821,31,42
civics/竞.svg,oracle,6639,979,40,47
civics/举.svg,bronze,6556,1169,50,69
civics/剧.svg,seal,5224,838,19,23
civics/军.svg,bronze,5243,976,35,45
civics/勘.svg,seal,4550,815,24,29
civics/空.svg,bronze,3144,477,13,13
civics/快.svg,seal,4182,723,16,19
civics/况.svg,oracle,4084,553,18,23
civics/扩.svg,seal,6373,1044,30,40
civics/来.svg,oracle,2380,420,12,12
civics/劳.svg,oracle,5481,955,45,64
civics/乐.svg,oracle,3683,508,16,16
civics/蕾.svg,seal,4992,1022,37,50
civics/冷.svg,seal,3428,678,25,34
civics/离.svg,bronze,17346,1576,87,93
civics/里.svg,bronze,3831,806,32,42
civics/理.svg,bronze,6160,1105,61,65
civics/力.svg,oracle,1524,318,13,13
civics/历.svg,seal,5185,828,23,34
civics/利.svg,oracle,6256,910,43,65
civics/联.svg,oracle,2298,417,15,16
civics/练.svg,seal,5450,834,25,23
civics/流.svg,bronze,3926,805,37,54
civics/录.svg,oracle,3561,624,28,41
civics/露.svg,seal,6377,1201,35,46
civics/律.svg,oracle,3779,825,37,49
civics/轮.svg,bronze,5827,956,58,61
civics/论.svg,bronze,6170,1079,83,65
civics/罗.svg,oracle,4555,634,22,28
civics/贸.svg,bronze,4384,641,21,25
civics/媒.svg,seal,5087,800,21,28
civics/蒙.svg,bronze,7026,1248,91,83
civics/秘.svg,seal,4425,1010,30,44
civics/棉.svg,seal,4456,893,28,35
civics/民.svg,oracle,4569,503,16,17
civics/缪.svg,seal,7446,1237,44,71
civics/木.svg,oracle,2292,330,14,12
civics/纳.svg,bronze,3213,772,31,41
civics/乃.svg,oracle,2632,307,13,13
civics/尼.svg,seal,2259,494,15,23
civics/努.svg,seal,4767,748,20,24
civics/女.svg,oracle,2794,391,14,17
civics/暖.svg,seal,4806,944,28,37
civics/盘.svg,bronze,5454,939,42,50
civics/期.svg,bronze,4444,756,29,40
civics/企.svg,oracle,2140,450,16,19
civics/启.svg,oracle,3298,781,36,47
civics/巧.svg,seal,2005,424,15,17
civics/情.svg,seal,4723,738,16,14
civics/球.svg,seal,3836,805,27,41
civics/全.svg,seal,3482,648,23,32
civics/权.svg,oracle,4250,528,17,21
civics/然.svg,bronze,5215,859,32,40
civics/热.svg,seal,6364,979,29,42
civics/人.svg,oracle,1900,267,12,12
civics/塞.svg,oracle,6051,740,30,44
civics/赛.svg,seal,7205,1187,38,54
civics/商.svg,oracle,4162,853,36,44
civics/社.svg,bronze,5337,977,81,67
civics/神.svg,bronze,6081,999,78,62
civics/圣.svg,oracle,4564,493,12,12
civics/诗.svg,seal,7202,657,17,19
civics/实.svg,bronze,6286,804,26,31
civics/史.svg,oracle,2585,391,15,15
civics/士.svg,bronze,3565,675,66,42
civics/世.svg,bronze,3805,661,66,40
civics/市.svg,oracle,3562,628,25,36
civics/事.svg,oracle,3432,446,14,15
civics/势.svg,seal,6507,902,20,22
civics/室.svg,oracle,4274,617,19,28
civics/守.svg,oracle,3199,599,23,29
civics/书.svg,bronze,4196,591,16,20
civics/署.svg,seal,5686,970,30,47
civics/术.svg,oracle,2566,433,18,25
civics/数.svg,bronze,7320,1121,82,62
civics/刷.svg,seal,3488,652,18,23
civics/司.svg,oracle,2554,382,15,17
civics/思.svg,bronze,3776,890,57,60
civics/斯.svg,bronze,4725,1033,64,73
civics/死.svg,oracle,5746,532,16,22
civics/速.svg,oracle,4063,838,36,47
civics/太.svg,seal,2222,484,15,18
civics/探.svg,seal,5316,896,28,36
civics/逃.svg,bronze,5919,1011,75,56
civics/淘.svg,seal,4992,979,33,53
civics/体.svg,bronze,6148,944,36,45
civics/天.svg,oracle,3424,674,29,37
civics/田.svg,oracle,6108,786,22,24
civics/统.svg,seal,5023,706,18,20
civics/透.svg,seal,5418,850,22,28
civics/土.svg,oracle,2673,375,13,13
civics/王.svg,oracle,3845,711,29,37
civics/维.svg,bronze,4186,797,31,39
civics/伟.svg,seal,4151,686,18,24
civics/未.svg,oracle,3985,418,12,12
civics/文.svg,oracle,3399,456,16,19
civics/舞.svg,oracle,4257,491,12,12
civics/务.svg,bronze,4847,947,58,65
civics/西.svg,oracle,6407,689,26,36
civics/息.svg,bronze,4351,903,54,59
civics/戏.svg,bronze,6117,1004,45,63
civics/辖.svg,oracle,3290,482,19,23
civics/想.svg,bronze,10991,1209,70,77
civics/象.svg,oracle,4841,562,15,15
civics/械.svg,seal,5484,878,21,27
civics/信.svg,bronze,13189,1529,83,88
civics/行.svg,oracle,3916,811,39,55
civics/形.svg,seal,3441,681,24,34
civics/选.svg,oracle,2867,404,13,14
civics/学.svg,oracle,4386,625,18,22
civics/训.svg,bronze,7688,1128,83,66
civics/亚.svg,oracle,3450,467,15,15
civics/羊.svg,oracle,2302,360,13,12
civics/养.svg,oracle,3358,501,18,22
civics/业.svg,bronze,9009,1291,56,70
civics/一.svg,oracle,1941,564,28,36
civics/伊.svg,oracle,3068,499,16,22
civics/遗.svg,bronze,5610,1079,90,82
civics/义.svg,oracle,5199,572,14,14
civics/艺.svg,oracle,4186,776,28,36
civics/银.svg,seal,4599,958,30,43
civics/印.svg,oracle,3680,405,13,13
civics/佣.svg,seal,5773,939,28,34
civics/由.svg,oracle,2906,477,17,22
civics/邮.svg,seal,3420,684,25,31
civics/游.svg,oracle,3643,789,37,46
civics/娱.svg,seal,4726,727,18,23
civics/育.svg,oracle,4153,660,26,36
civics/员.svg,oracle,3966,665,22,24
civics/园.svg,seal,4608,826,20,28
civics/约.svg,seal,4397,707,20,24
civics/运.svg,seal,6077,929,26,31
civics/早.svg,oracle,3668,439,13,13
civics/造.svg,bronze,7194,1055,75,56
civics/展.svg,seal,5405,895,24,33
civics/战.svg,bronze,6502,1186,56,78
civics/哲.svg,bronze,6785,1131,86,72
civics/争.svg,oracle,3089,428,16,12
civics/政.svg,oracle,3276,673,25,34
civics/之.svg,oracle,2598,390,13,13
civics/知.svg,bronze,5748,1034,49,62
civics/直.svg,oracle,2430,383,15,15
civics/职.svg,bronze,7104,1268,49,69
civics/殖.svg,seal,3882,732,22,29
civics/纸.svg,seal,3997,683,19,21
civics/制.svg,bronze,6109,1078,46,59
civics/治.svg,seal,4796,865,28,38
civics/众.svg,oracle,4773,662,27,34
civics/重.svg,oracle,3521,542,19,23
civics/主.svg,oracle,2096,578,28,38
civics/桌.svg,bronze,2909,489,16,18
civics/资.svg,seal,4458,857,31,41
civics/字.svg,bronze,4397,872,55,64
civics/自.svg,oracle,3927,457,13,13
civics/宗.svg,oracle,3425,482,18,23
civics/综.svg,seal,5452,924,29,47
civics/租.svg,seal,3423,672,20,27
civics/族.svg,oracle,3385,471,16,23
civilizations/阿.svg,bronze,3879,959,59,65
civilizations/埃.svg,seal,3956,553,13,13
civilizations/艾.svg,seal,3230,545,18,22
civilizations/安.svg,oracle,3688,551,18,22
civilizations/奥.svg,seal,5085,969,28,40
civilizations/澳.svg,seal,6936,1078,33,51
civilizations/巴.svg,oracle,3277,402,12,12
civilizations/拜.svg,bronze,5670,932,31,41
civilizations/班.svg,bronze,5517,902,72,50
civilizations/邦.svg,oracle,3170,489,16,17
civilizations/堡.svg,oracle,3679,493,14,15
civilizations/报.svg,bronze,4716,678,20,25
civilizations/备.svg,oracle,8408,737,22,22
civilizations/奔.svg,bronze,4130,582,21,27
civilizations/本.svg,bronze,4377,768,37,42
civilizations/比.svg,oracle,4320,760,36,43
civilizations/必.svg,oracle,1746,277,12,14
civilizations/边.svg,oracle,4253,508,17,17
civilizations/编.svg,seal,6253,1013,24,29
civilizations/变.svg,bronze,4829,744,28,37
civilizations/标.svg,seal,6155,1067,36,48
civilizations/兵.svg,oracle,4481,825,36,50
civilizations/病.svg,seal,3713,696,21,26
civilizations/波.svg,seal,4978,941,30,45
civilizations/伯.svg,oracle,2755,380,17,15
civilizations/博.svg,bronze,5726,906,73,51
civilizations/布.svg,bronze,2764,457,15,19
civilizations/部.svg,seal,4858,809,22,28
civilizations/昌.svg,oracle,3328,575,20,25
civilizations/场.svg,seal,3655,686,20,27
civilizations/车.svg,oracle,7798,929,32,40
civilizations/彻.svg,oracle,6325,692,18,22
civilizations/城.svg,bronze,6863,1217,67,79
civilizations/船.svg,bronze,3164,624,24,30
civilizations/茨.svg,seal,5111,902,30,42
civilizations/丛.svg,bronze,19107,1918,92,98
civilizations/达.svg,oracle,4962,878,40,56
civilizations/大.svg,oracle,2903,343,12,14
civilizations/丹.svg,oracle,2780,482,16,20
civilizations/但.svg,oracle,3847,596,20,26
civilizations/淡.svg,oracle,2714,624,27,39
civilizations/盗.svg,oracle,3628,621,24,30
civilizations/德.svg,oracle,5828,1010,45,61
civilizations/地.svg,bronze,5173,995,41,56
civilizations/邓.svg,bronze,5015,773,26,34
civilizations/迪.svg,seal,4379,773,27,31
civilizations/底.svg,seal,2750,540,18,21
civilizations/帝.svg,oracle,4153,805,30,39
civilizations/蒂.svg,seal,5760,767,16,18
civilizations/典.svg,oracle,6327,952,34,42
civilizations/动.svg,bronze,6250,1232,72,85
civilizations/都.svg,bronze,5110,820,30,44
civilizations/度.svg,oracle,4328,570,20,24
civilizations/囤.svg,seal,5102,833,24,31
civilizations/顿.svg,seal,5102,833,24,31
civilizations/多.svg,oracle,4286,514,17,22
civilizations/俄.svg,seal,3909,604,13,15
civilizations/恩.svg,seal,3593,613,20,18
civilizations/尔.svg,bronze,4053,756,72,52
civilizations/法.svg,bronze,5314,946,37,52
civilizations/番.svg,bronze,6063,1016,82,67
civilizations/梵.svg,seal,5128,795,25,27
civilizations/放.svg,bronze,4044,561,15,17
civilizations/菲.svg,seal,4902,753,21,28
civilizations/腓.svg,seal,4489,781,18,24
civilizations/夫.svg,oracle,3503,440,17,18
civilizations/佛.svg,seal,3792,701,22,30
civilizations/福.svg,bronze,8497,1239,90,77
civilizations/府.svg,bronze,3665,662,16,16
civilizations/盖.svg,oracle,5082,627,16,19
civilizations/冈.svg,oracle,2521,416,15,18
civilizations/刚.svg,oracle,5418,676,23,26
civilizations/港.svg,seal,6878,1209,41,55
civilizations/高.svg,oracle,4711,631,25,33
civilizations/戈.svg,oracle,2459,333,12,12
civilizations/哥.svg,seal,3335,627,20,25
civilizations/格.svg,bronze,5589,963,45,54
civilizations/给.svg,seal,4222,767,24,32
civilizations/公.svg,oracle,2992,777,37,50
civilizations/古.svg,oracle,4733,867,34,44
civilizations/瓜.svg,bronze,2941,498,15,15
civilizations/龟.svg,oracle,5553,614,21,19
civilizations/国.svg,bronze,4618,1003,46,68
civilizations/果.svg,bronze,5858,1076,54,67
civilizations/哈.svg,seal,2618,531,21,23
civilizations/海.svg,bronze,4642,734,29,43
civilizations/韩.svg,bronze,4329,882,41,48
civilizations/罕.svg,seal,3832,688,17,19
civilizations/汉.svg,bronze,11336,1270,76,83
civilizations/翰.svg,seal,6071,932,26,35
civilizations/合.svg,oracle,4227,499,20,21
civilizations/荷.svg,seal,4770,852,25,36
civilizations/赫.svg,seal,5356,985,33,49
civilizations/黑.svg,oracle,3131,470,18,18
civilizations/亨.svg,oracle,5678,543,15,18
civilizations/洪.svg,seal,5356,978,31,47
civilizations/忽.svg,bronze,3179,610,25,33
civilizations/霍.svg,oracle,5387,969,36,52
civilizations/机.svg,seal,2918,579,15,17
civilizations/积.svg,bronze,5117,607,15,17
civilizations/基.svg,oracle,4206,566,18,20
civilizations/加.svg,bronze,3251,791,56,63
civilizations/迦.svg,seal,4820,838,23,27
civilizations/家.svg,oracle,4396,507,14,16
civilizations/贾.svg,oracle,3807,463,14,14
civilizations/教.svg,oracle,3957,656,22,32
civilizations/近.svg,seal,2638,521,18,23
civilizations/京.svg,oracle,4189,497,14,15
civilizations/景.svg,seal,3528,624,20,25
civilizations/巨.svg,bronze,3851,748,37,42
civilizations/惧.svg,bronze,6938,944,31,38
civilizations/军.svg,bronze,5243,976,35,45
civilizations/喀.svg,seal,3799,666,24,29
civilizations/卡.svg,seal,1532,323,13,16
civilizations/开.svg,seal,4765,839,25,32
civilizations/凯.svg,seal,4539,798,21,25
civilizations/坎.svg,seal,3686,631,21,27
civilizations/康.svg,oracle,3098,612,26,38
civilizations/科.svg,seal,4254,714,16,18
civilizations/克.svg,oracle,2329,433,17,21
civilizations/肯.svg,seal,2804,570,17,20
civilizations/恐.svg,bronze,3115,505,16,18
civilizations/库.svg,bronze,3525,646,20,23
civilizations/昆.svg,bronze,3246,537,16,19
civilizations/扩.svg,seal,6373,1044,30,40
civilizations/拉.svg,seal,3459,602,16,18
civilizations/腊.svg,oracle,6898,777,22,31
civilizations/莱.svg,seal,4548,753,25,32
civilizations/兰.svg,seal,6216,895,23,27
civilizations/烂.svg,seal,7306,1161,35,47
civilizations/浪.svg,seal,5012,912,29,44
civilizations/勒.svg,bronze,6784,1167,66,76
civilizations/雷.svg,oracle,4209,629,24,28
civilizations/冷.svg,seal,3428,678,25,34
civilizations/里.svg,bronze,3831,806,32,42
civilizations/理.svg,bronze,6160,1105,61,65
civilizations/力.svg,oracle,1524,318,13,13
civilizations/利.svg,oracle,6256,910,43,65
civilizations/烈.svg,seal,4474,881,34,50
civilizations/林.svg,oracle,3514,511,15,18
civilizations/领.svg,seal,5254,956,30,42
civilizations/流.svg,bronze,3926,805,37,54
civilizations/龙.svg,oracle,4766,523,15,17
civilizations/卢.svg,oracle,5387,641,17,18
civilizations/鲁.svg,oracle,7431,858,26,36
civilizations/路.svg,bronze,5864,1011,75,53
civilizations/戮.svg,bronze,5866,1156,52,78
civilizations/掠.svg,seal,4295,703,19,23
civilizations/伦.svg,seal,4903,818,23,31
civilizations/罗.svg,oracle,4555,634,22,28
civilizations/洛.svg,bronze,5800,1046,71,68
civilizations/落.svg,seal,5825,987,36,50
civilizations/马.svg,oracle,6388,692,19,22
civilizations/玛.svg,oracle,6388,692,19,22
civilizations/麦.svg,oracle,2512,417,13,14
civilizations/蛮.svg,bronze,7810,1105,39,49
civilizations/曼.svg,oracle,3606,571,22,28
civilizations/毛.svg,bronze,2612,413,12,13
civilizations/美.svg,oracle,3122,466,12,13
civilizations/蒙.svg,bronze,7026,1248,91,83
civilizations/棉.svg,seal,4456,893,28,35
civilizations/民.svg,oracle,4569,503,16,17
civilizations/摩.svg,seal,5465,1011,30,48
civilizations/墨.svg,bronze,11845,1125,77,79
civilizations/姆.svg,bronze,4016,856,38,51
civilizations/穆.svg,oracle,4620,474,13,13
civilizations/拿.svg,bronze,30626,2936,159,176
civilizations/那.svg,seal,4560,707,19,25
civilizations/纳.svg,bronze,3213,772,31,41
civilizations/奈.svg,oracle,2858,737,38,48
civilizations/南.svg,oracle,3122,443,16,15
civilizations/尼.svg,seal,2259,494,15,23
civilizations/纽.svg,seal,4113,692,19,24
civilizations/努.svg,seal,4767,748,20,24
civilizations/挪.svg,seal,4560,707,19,25
civilizations/诺.svg,bronze,6038,961,72,48
civilizations/帕.svg,seal,3009,589,18,20
civilizations/潘.svg,bronze,3964,711,28,38
civilizations/平.svg,bronze,4627,869,43,53
civilizations/坡.svg,bronze,5414,1166,66,78
civilizations/葡.svg,oracle,8408,737,22,22
civilizations/普.svg,seal,3990,696,24,30
civilizations/齐.svg,oracle,3387,550,21,28
civilizations/其.svg,oracle,6171,586,20,20
civilizations/骑.svg,bronze,17043,2292,142,189
civilizations/器.svg,bronze,6509,1023,82,64
civilizations/乔.svg,bronze,2770,553,18,20
civilizations/切.svg,seal,2223,438,15,21
civilizations/情.svg,seal,4723,738,16,14
civilizations/庆.svg,oracle,3784,591,21,25
civilizations/丘.svg,oracle,3848,609,21,33
civilizations/人.svg,oracle,1900,267,12,12
civilizations/日.svg,oracle,3306,472,15,22
civilizations/瑞.svg,seal,4181,636,12,12
civilizations/撒.svg,seal,4729,845,28,32
civilizations/萨.svg,seal,5101,782,20,24
civilizations/塞.svg,oracle,6051,740,30,44
civilizations/桑.svg,oracle,2591,407,12,12
civilizations/森.svg,oracle,4525,659,18,22
civilizations/杀.svg,bronze,3911,763,28,36
civilizations/山.svg,oracle,6901,852,35,53
civilizations/什.svg,seal,2229,451,15,22
civilizations/神.svg,bronze,6081,999,78,62
civilizations/升.svg,oracle,2918,578,21,28
civilizations/声.svg,oracle,7853,799,27,37
civilizations/圣.svg,oracle,4564,493,12,12
civilizations/时.svg,bronze,3160,571,22,31
civilizations/士.svg,bronze,3565,675,66,42
civilizations/氏.svg,oracle,1535,274,12,14
civilizations/市.svg,oracle,3562,628,25,36
civilizations/事.svg,oracle,3432,446,14,15
civilizations/势.svg,seal,6507,902,20,22
civilizations/私.svg,bronze,15071,1649,89,96
civilizations/思.svg,bronze,3776,890,57,60
civilizations/斯.svg,bronze,4725,1033,64,73
civilizations/死.svg,oracle,5746,532,16,22
civilizations/苏.svg,bronze,8515,1194,84,64
civilizations/速.svg,oracle,4063,838,36,47
civilizations/索.svg,oracle,5497,547,18,20
civilizations/塔.svg,seal,4938,807,25,33
civilizations/太.svg,seal,2222,484,15,18
civilizations/泰.svg,seal,2222,484,15,18
civilizations/萄.svg,seal,5272,769,18,22
civilizations/特.svg,seal,4426,755,18,25
civilizations/提.svg,seal,4072,698,20,24
civilizations/体.svg,bronze,6148,944,36,45
civilizations/阗.svg,seal,5269,974,33,46
civilizations/庭.svg,bronze,2455,577,21,29
civilizations/通.svg,oracle,6187,989,45,58
civilizations/突.svg,oracle,2882,493,19,24
civilizations/图.svg,bronze,7351,1086,48,59
civilizations/徒.svg,oracle,3956,711,29,41
civilizations/吐.svg,seal,2341,502,16,18
civilizations/托.svg,oracle,1522,283,13,13
civilizations/陀.svg,bronze,4995,1039,61,69
civilizations/瓦.svg,seal,1810,415,14,15
civilizations/万.svg,oracle,2364,298,12,12
civilizations/威.svg,bronze,5662,966,34,45
civilizations/维.svg,bronze,4186,797,31,39
civilizations/未.svg,oracle,3985,418,12,12
civilizations/温.svg,oracle,4194,707,27,40
civilizations/文.svg,oracle,3399,456,16,19
civilizations/沃.svg,seal,5635,955,30,43
civilizations/乌.svg,bronze,3528,494,14,15
civilizations/西.svg,oracle,6407,689,26,36
civilizations/希.svg,seal,3931,715,22,27
civilizations/悉.svg,seal,3764,615,17,19
civilizations/锡.svg,oracle,2531,487,22,32
civilizations/戏.svg,bronze,6117,1004,45,63
civilizations/香.svg,oracle,3625,782,31,49
civilizations/邪.svg,bronze,14677,1270,75,81
civilizations/欣.svg,seal,3962,760,24,32
civilizations/新.svg,oracle,5411,606,20,21
civilizations/兴.svg,oracle,5391,949,37,48
civilizations/匈.svg,seal,3242,607,16,18
civilizations/虚.svg,seal,4817,745,15,17
civilizations/学.svg,oracle,4386,625,18,22
civilizations/牙.svg,bronze,3848,754,70,47
civilizations/雅.svg,seal,4580,798,22,26
civilizations/亚.svg,oracle,3450,467,15,15
civilizations/耶.svg,bronze,14677,1270,75,81
civilizations/也.svg,bronze,3184,745,53,57
civilizations/野.svg,oracle,4220,616,18,22
civilizations/伊.svg,oracle,3068,499,16,22
civilizations/宜.svg,oracle,6107,660,22,30
civilizations/异.svg,seal,3597,624,18,23
civilizations/因.svg,oracle,6236,815,36,54
civilizations/印.svg,oracle,3680,405,13,13
civilizations/英.svg,bronze,9421,1090,61,68
civilizations/由.svg,oracle,2906,477,17,22
civilizations/游.svg,oracle,3643,789,37,46
civilizations/语.svg,bronze,6839,1148,82,62
civilizations/员.svg,oracle,3966,665,22,24
civilizations/缘.svg,seal,5170,783,18,24
civilizations/约.svg,seal,4397,707,20,24
civilizations/越.svg,bronze,5378,790,66,40
civilizations/运.svg,seal,6077,929,26,31
civilizations/扎.svg,seal,2612,512,16,18
civilizations/占.svg,oracle,5550,594,20,25
civilizations/战.svg,bronze,6502,1186,56,78
civilizations/张.svg,bronze,4576,997,44,60
civilizations/争.svg,oracle,3089,428,16,12
civilizations/知.svg,bronze,5748,1034,49,62
civilizations/殖.svg,seal,3882,732,22,29
civilizations/治.svg,seal,4796,865,28,38
civilizations/仲.svg,bronze,2250,351,14,14
civilizations/州.svg,oracle,3155,526,19,25
civilizations/主.svg,oracle,2096,578,28,38
civilizations/准.svg,seal,5264,933,29,36
civilizations/兹.svg,oracle,4579,603,21,23
civilizations/自.svg,oracle,3927,457,13,13
civilizations/族.svg,oracle,3385,471,16,23
civilizations/祖.svg,oracle,3091,728,31,40
civilizations/佐.svg,oracle,1769,283,14,12
civilopedia/典.svg,oracle,6327,952,34,42
diplomacy/保.svg,oracle,3679,493,14,15
diplomacy/报.svg,bronze,4716,678,20,25
diplomacy/币.svg,seal,5555,879,30,43
diplomacy/边.svg,oracle,4253,508,17,17
diplomacy/表.svg,seal,6100,1077,35,49
diplomacy/布.svg,bronze,2764,457,15,19
diplomacy/察.svg,bronze,4564,903,55,62
diplomacy/常.svg,bronze,2961,560,22,28
diplomacy/成.svg,oracle,3134,493,19,24
diplomacy/仇.svg,seal,2880,538,17,19
diplomacy/促.svg,seal,3105,582,17,21
diplomacy/大.svg,oracle,2903,343,12,14
diplomacy/代.svg,seal,2805,537,15,21
diplomacy/单.svg,oracle,3592,714,30,38
diplomacy/第.svg,oracle,2438,426,17,20
diplomacy/点.svg,seal,5110,1030,40,54
diplomacy/动.svg,bronze,6250,1232,72,85
diplomacy/度.svg,oracle,4328,570,20,24
diplomacy/方.svg,oracle,1997,301,12,12
diplomacy/防.svg,seal,3971,673,21,24
diplomacy/放.svg,bronze,4044,561,15,17
diplomacy/高.svg,oracle,4711,631,25,33
diplomacy/糕.svg,seal,5672,945,27,36
diplomacy/告.svg,oracle,3981,783,29,37
diplomacy/公.svg,oracle,2992,777,37,50
diplomacy/贡.svg,seal,2578,556,19,24
diplomacy/关.svg,oracle,4146,814,36,49
diplomacy/观.svg,oracle,6115,777,27,35
diplomacy/馆.svg,seal,5037,875,23,30
diplomacy/国.svg,bronze,4618,1003,46,68
diplomacy/海.svg,bronze,4642,734,29,43
diplomacy/好.svg,oracle,5623,580,17,22
diplomacy/合.svg,oracle,4227,499,20,21
diplomacy/核.svg,seal,4773,838,22,29
diplomacy/很.svg,seal,3302,672,21,29
diplomacy/护.svg,seal,6656,1042,30,37
diplomacy/化.svg,oracle,3337,787,41,50
diplomacy/黄.svg,oracle,3021,413,13,16
diplomacy/奖.svg,seal,4523,735,20,27
diplomacy/交.svg,seal,2394,423,14,13
diplomacy/解.svg,oracle,7447,889,30,40
diplomacy/界.svg,seal,3234,747,26,33
diplomacy/金.svg,bronze,3715,873,59,67
diplomacy/景.svg,seal,3528,624,20,25
diplomacy/究.svg,bronze,9248,1322,70,78
diplomacy/军.svg,bronze,5243,976,35,45
diplomacy/开.svg,seal,4765,839,25,32
diplomacy/科.svg,seal,4254,714,16,18
diplomacy/扩.svg,seal,6373,1044,30,40
diplomacy/礼.svg,oracle,6461,716,19,24
diplomacy/力.svg,oracle,1524,318,13,13
diplomacy/立.svg,oracle,2341,367,12,12
diplomacy/联.svg,oracle,2298,417,15,16
diplomacy/领.svg,seal,5254,956,30,42
diplomacy/贸.svg,bronze,4384,641,21,25
diplomacy/盟.svg,oracle,3914,632,21,26
diplomacy/棉.svg,seal,4456,893,28,35
diplomacy/民.svg,oracle,4569,503,16,17
diplomacy/尼.svg,seal,2259,494,15,23
diplomacy/品.svg,oracle,4135,861,39,51
diplomacy/平.svg,bronze,4627,869,43,53
diplomacy/器.svg,bronze,6509,1023,82,64
diplomacy/谴.svg,bronze,5523,1036,58,64
diplomacy/情.svg,seal,4723,738,16,14
diplomacy/请.svg,bronze,7546,1294,95,89
diplomacy/求.svg,oracle,3687,440,14,14
diplomacy/三.svg,oracle,3514,777,36,53
diplomacy/时.svg,bronze,3160,571,22,31
diplomacy/识.svg,bronze,5496,1045,44,60
diplomacy/使.svg,oracle,3700,503,15,16
diplomacy/示.svg,oracle,2869,453,14,16
diplomacy/事.svg,oracle,3432,446,14,15
diplomacy/授.svg,seal,4723,800,20,25
diplomacy/态.svg,seal,6051,853,22,28
diplomacy/特.svg,seal,4426,755,18,25
diplomacy/提.svg,seal,4072,698,20,24
diplomacy/条.svg,seal,4590,801,24,34
diplomacy/土.svg,oracle,2673,375,13,13
diplomacy/团.svg,bronze,7231,1060,48,58
diplomacy/位.svg,bronze,2250,368,13,14
diplomacy/文.svg,oracle,3399,456,16,19
diplomacy/武.svg,oracle,2522,390,16,18
diplomacy/物.svg,oracle,3159,791,40,54
diplomacy/西.svg,oracle,6407,689,26,36
diplomacy/系.svg,oracle,3461,436,16,18
diplomacy/响.svg,seal,6967,1036,36,41
diplomacy/协.svg,bronze,8573,1373,78,94
diplomacy/信.svg,bronze,13189,1529,83,88
diplomacy/行.svg,oracle,3916,811,39,55
diplomacy/形.svg,seal,3441,681,24,34
diplomacy/宣.svg,oracle,4504,523,15,19
diplomacy/学.svg,oracle,4386,625,18,22
diplomacy/亚.svg,oracle,3450,467,15,15
diplomacy/研.svg,seal,3421,700,23,32
diplomacy/仰.svg,seal,3174,661,19,27
diplomacy/要.svg,seal,4627,689,19,22
diplomacy/议.svg,bronze,12818,1376,85,89
diplomacy/易.svg,oracle,2690,481,22,29
diplomacy/谊.svg,seal,5307,855,23,29
diplomacy/意.svg,seal,5020,790,21,26
diplomacy/印.svg,oracle,3680,405,13,13
diplomacy/影.svg,seal,3528,624,20,25
diplomacy/用.svg,oracle,4793,431,14,15
diplomacy/友.svg,oracle,4257,763,31,41
diplomacy/予.svg,bronze,13047,1624,92,105
diplomacy/御.svg,oracle,4956,851,36,45
diplomacy/援.svg,seal,5375,848,21,27
diplomacy/约.svg,seal,4397,707,20,24
diplomacy/糟.svg,seal,7717,1155,36,41
diplomacy/责.svg,oracle,4521,631,19,23
diplomacy/战.svg,bronze,6502,1186,56,78
diplomacy/张.svg,bronze,4576,997,44,60
diplomacy/争.svg,oracle,3089,428,16,12
diplomacy/殖.svg,seal,3882,732,22,29
diplomacy/制.svg,bronze,6109,1078,46,59
diplomacy/主.svg,oracle,2096,578,28,38
diplomacy/助.svg,seal,3108,575,15,18
diplomacy/驻.svg,seal,4733,783,23,28
diplomacy/宗.svg,oracle,3425,482,18,23
diplomacy/作.svg,oracle,2347,435,17,18
districts/埃.svg,seal,3956,553,13,13
districts/奥.svg,seal,5085,969,28,40
districts/巴.svg,oracle,3277,402,12,12
districts/坝.svg,seal,5122,857,28,36
districts/拜.svg,bronze,5670,932,31,41
districts/班.svg,bronze,5517,902,72,50
districts/保.svg,oracle,3679,493,14,15
districts/比.svg,oracle,4320,760,36,43
districts/必.svg,oracle,1746,277,12,14
districts/标.svg,seal,6155,1067,36,48
districts/槽.svg,seal,7708,1156,33,41
districts/厂.svg,bronze,1035,269,12,12
districts/场.svg,seal,3655,686,20,27
districts/城.svg,bronze,6863,1217,67,79
districts/船.svg,bronze,3164,624,24,30
districts/存.svg,seal,2955,554,16,21
districts/达.svg,oracle,4962,878,40,56
districts/大.svg,oracle,2903,343,12,14
districts/道.svg,bronze,6684,1069,83,71
districts/地.svg,bronze,5173,995,41,56
districts/杜.svg,oracle,3913,490,13,13
districts/渡.svg,seal,5305,927,28,40
districts/俄.svg,seal,3909,604,13,15
districts/坊.svg,seal,2715,504,15,19
districts/分.svg,oracle,3729,788,36,48
districts/夫.svg,oracle,3503,440,17,18
districts/府.svg,bronze,3665,662,16,16
districts/港.svg,seal,6878,1209,41,55
districts/高.svg,oracle,4711,631,25,33
districts/哥.svg,seal,3335,627,20,25
districts/工.svg,oracle,2634,420,14,15
districts/古.svg,oracle,4733,867,34,44
districts/海.svg,bronze,4642,734,29,43
districts/汉.svg,bronze,11336,1270,76,83
